province,province_en,year,region,data_type,gdp_billion_yuan,urbanization_rate_pct,fai_billion_yuan,avg_house_price,total_pop_10k,per_capita_area_m2,V_billion,K_billion,urban_q,delta_V,delta_GDP,muq_housing,muq_gdp,pc_gdp,deltaV_gdp,fai_gdp
广西,Guangxi,2009,West,interpolated,8452.66,38.8,5507.94,,4563.207791350268,29.792,,19299.938424642856,,,1117.1399999999994,,0.20282356016950068,18523.50448739664,,0.6516220929269603
广西,Guangxi,2010,West,actual,9569.8,40.1,6461.2,,4656.414027428734,30.88,,24796.141503410712,,,1117.1399999999994,,0.1728997709403825,20551.866615873998,,0.6751656251959289
广西,Guangxi,2011,West,interpolated,11016.46,41.5,8107.94,6582.1159500271615,4685.261003020406,31.968,9858.589518989713,31664.274428240173,0.3113474000906589,,1446.6599999999999,,0.17842509934705977,23513.012386925966,,0.735984154619542
广西,Guangxi,2012,West,interpolated,12463.12,42.9,9754.68,6287.9431106623,4699.798594339681,33.056,9768.731000684877,39835.74070682816,0.2452252883303469,-89.85851830483625,1446.6600000000017,-0.009211836606104582,0.14830419860005675,26518.41296988826,-0.007209953711818248,0.7826836297813068
广西,Guangxi,2013,West,interpolated,13909.78,44.3,11401.42,6677.393192473291,4744.374594982369,34.144,10816.837850503922,49245.37367148675,0.2196518585210149,1048.1068498190452,1446.6599999999999,0.09192774670339705,0.12688419512657195,29318.469108048357,0.07535035419820049,0.8196693261863236
广西,Guangxi,2014,West,interpolated,15356.44,45.7,13048.16,6438.872047661267,4796.973971065622,35.232,10882.1436412269,59831.26498791241,0.1818805543126223,65.30579072297769,1446.6599999999999,0.0050049808343074955,0.11087080477247366,32012.76490684949,0.004252664727174898,0.8496865158851921
广西,Guangxi,2015,West,actual,16803.1,47.1,14694.9,5135.625021886664,4836.120145483298,36.32,9020.616664887491,71534.60173851678,0.1261014452538773,-1861.526976339408,1446.659999999998,-0.126678437848465,0.09844639977134911,34745.00114661808,-0.11078473474176838,0.8745350560313276
广西,Guangxi,2016,West,interpolated,17911.6,48.3,15768.325,5322.33892653159,4891.318115141459,37.408,9738.519209768176,83726.19665159093,0.1163138850113183,717.9025448806842,1108.5,0.045528142328413714,0.07029915986637769,36619.168040927936,0.040080313588997316,0.8803415105294894
广西,Guangxi,2017,West,interpolated,19020.1,49.5,16841.75,6289.485627939356,4910.222415659994,38.495999999999995,11888.63241467996,96381.6368190114,0.1233495591800835,2150.113204911784,1108.5,0.12766566448924752,0.06581857586058457,38735.71987154774,0.11304426395822231,0.8854711594576264
广西,Guangxi,2018,West,interpolated,20128.6,50.7,17915.175,6747.733869002343,4961.975190247726,39.584,13253.54973307229,109477.72997806082,0.121061605275596,1364.9173183923303,1108.5,0.07618777479942733,0.061874918888595844,40565.70060962978,0.06780984859316248,0.8900358196794611
广西,Guangxi,2019,West,actual,21237.1,51.9,18988.6,6804.453866603024,4998.38106425504,40.672,13833.056966345555,122992.44347915778,0.1124707874324791,579.5072332732652,1108.5,0.030518691913741153,0.05837713154208315,42487.957054481165,0.02728749373847019,0.8941239623112384
广西,Guangxi,2020,West,interpolated,22728.525,53.225,,6747.918875822204,5017.0,41.76,14137.5594384,116842.82130519988,0.1209963888279615,304.5024720544443,1491.425000000003,,,45303.01973290811,0.013397370575276851,
广西,Guangxi,2021,West,interpolated,24219.949999999997,54.55,,6524.817367058355,5021.0,42.01,13762.9414708,111000.68023993987,0.123989703856318,-374.61796759999925,1491.4249999999956,,,48237.30332603066,-0.015467330345438339,
广西,Guangxi,2022,West,interpolated,25711.375,55.875,,6296.072281959378,5022.0,42.26,13362.136575,105450.64622794288,0.1267146011236034,-400.80489579999994,1491.425000000003,,,51197.481083233775,-0.015588621604251035,
广西,Guangxi,2023,West,actual,27202.8,57.2,,5983.879426979705,5026.0,42.51,12784.8731478,100178.11391654571,0.1276214199685427,-577.2634271999996,1491.4249999999993,,,54124.154397134895,-0.021220735630155703,
贵州,Guizhou,2005,West,actual,2005.4,26.9,1048.1,,2378.012984411408,25.44,,2994.5714285714284,,,,,,8433.091043429962,,0.5226388750373989
贵州,Guizhou,2006,West,interpolated,2524.76,28.28,1583.74,,2408.1984063730447,26.528,,4428.5828571428565,,,519.3600000000001,,0.3279326152019903,10484.019893537376,,0.6272833853514789
贵州,Guizhou,2007,West,interpolated,3044.12,29.659999999999997,2119.38,,2446.946265642102,27.616,,6326.533714285713,,,519.3599999999997,,0.24505279845992678,12440.48568921555,,0.6962209111335953
贵州,Guizhou,2008,West,interpolated,3563.4799999999996,31.04,2655.0200000000004,,2475.4622402235036,28.704,,8665.227028571428,,,519.3599999999997,,0.19561434565464653,14395.210486742311,,0.7450638140244932
贵州,Guizhou,2009,West,interpolated,4082.84,32.419999999999995,3190.6600000000003,,2506.657234155134,29.792,,11422.625677142856,,,519.3600000000006,,0.1627750998226074,16287.986823121098,,0.7814805380568428
贵州,Guizhou,2010,West,actual,4602.2,33.8,3726.3,,2510.64880217408,30.88,,14577.794393285712,,,519.3599999999997,,0.13937686176636332,18330.719915962578,,0.8096779800964756
贵州,Guizhou,2011,West,interpolated,5782.28,35.44,5116.32,5443.0,2571.5361481166824,31.968,4474.519802542369,18965.224673621426,0.2359328655233882,,1180.08,,0.2306501547987616,22485.703746512652,,0.8848274383115311
贵州,Guizhou,2012,West,interpolated,6962.360000000001,37.08,6506.34,5082.0,2575.6404169653024,33.056,4326.83358425128,24523.303439940355,0.1764376318569014,-147.68621829108906,1180.0800000000008,-0.022698816583684386,0.18137385995813327,27031.568359232628,-0.021212091631442363,0.9345020941175118
贵州,Guizhou,2013,West,interpolated,8142.44,38.72,7896.360000000001,5314.0,2602.255162723061,34.144,4721.5634106675,31193.498267943334,0.151363703106032,394.72982641622,1180.079999999999,0.049988833641857765,0.14944607388720865,31289.93696175266,0.0484780761560687,0.9697781009132399
贵州,Guizhou,2014,West,interpolated,9322.52,40.36,9286.38,5452.0,2630.015104233883,35.232,5051.860936147113,38920.20335454617,0.1298004763779585,330.2975254796129,1180.0800000000008,0.03556795279534253,0.1270764280591577,35446.64053446806,0.0354300688525863,0.9961233657852168
贵州,Guizhou,2015,West,actual,10502.6,42.0,10676.4,5244.629923412235,2677.263974503123,36.32,5099.785179290322,47650.593186818856,0.1070245895847741,47.924243143209424,1180.08,0.004488801763067085,0.11053163987861077,39228.8549056848,0.004563083726240114,1.0165482832822348
贵州,Guizhou,2016,West,interpolated,12069.275,43.75,11642.025,4996.23118293402,2717.681412057969,37.408,5079.319819629661,56910.088527477914,0.0892516590828568,-20.465359660661306,1566.6749999999993,-0.001757886592810212,0.13457066103190804,44410.190784138016,-0.0016956577475168398,0.9646001934664675
贵州,Guizhou,2017,West,interpolated,13635.95,45.5,12607.65,6424.823653783463,2735.8349212772137,38.495999999999995,6766.54082202483,66672.23410110401,0.10148963677689,1687.2210023951693,1566.675000000001,0.13382517776073807,0.12426383981154308,49842.005794831035,0.12373329341887945,0.9245890458677246
贵州,Guizhou,2018,West,interpolated,15202.625,47.25,13573.275,7191.964211970029,2771.58892916132,39.584,7890.345375030724,76911.89739604881,0.1025893995879508,1123.8045530058944,1566.6749999999993,0.08279538674386944,0.11542350685446212,54851.658700340886,0.07392174397552359,0.892824429991531
贵州,Guizhou,2019,West,actual,16769.3,49.0,14538.9,6136.025076903946,2804.047288673698,40.672,6997.904126156979,87605.20252624636,0.0798800062594504,-892.4412488737453,1566.6749999999993,-0.06138299657290065,0.10775746445742108,59803.91296443436,-0.05321875384623958,0.8669950445158713
贵州,Guizhou,2020,West,interpolated,17805.275,50.725,,5982.893816254417,2830.0,41.76,7070.6317752,83224.94239993404,0.0849580855366936,72.7276490430213,1035.9750000000022,,,62916.16607773852,0.00408461251191129,
贵州,Guizhou,2021,West,interpolated,18841.25,52.45,,5834.312808750882,2834.0,42.01,6946.11929425,79063.69527993732,0.0878547261123602,-124.51248095000028,1035.9749999999985,,,66482.88637967537,-0.006608504263252188,
贵州,Guizhou,2022,West,interpolated,19877.225,54.175,,5781.504934790271,2837.0,42.26,6931.5399267,75110.51051594045,0.0922845535077137,-14.579367549999915,1035.9749999999985,,,70064.24039478322,-0.0007334709724320128,
贵州,Guizhou,2023,West,actual,20913.2,55.9,,5468.439281942978,2841.0,42.51,6604.2838836,71354.98499014342,0.0925553258053698,-327.25604310000017,1035.9750000000022,,,73612.1084125308,-0.01564830074307137,
海南,Hainan,2005,East,actual,903.6,45.2,420.7,,292.84105936483,25.44,,1202.0,,,,,,30856.328752528807,,0.46558211598052235
海南,Hainan,2006,East,interpolated,1135.78,46.120000000000005,614.6,,337.3108143493061,26.528,,1756.5,,,232.17999999999995,,0.3777741620566221,33671.615367298306,,0.5411259222736798
海南,Hainan,2007,East,interpolated,1367.96,47.04,808.5,,304.6280013466502,27.616,,2477.175,,,232.18000000000006,,0.2871737786023501,44905.91783922501,,0.5910260533933741
海南,Hainan,2008,East,interpolated,1600.14,47.96,1002.4,,310.4454045561665,28.704,,3355.71625,,,232.18000000000006,,0.23162410215482848,51543.362424309904,,0.6264451860462209
海南,Hainan,2009,East,interpolated,1832.32,48.879999999999995,1196.3,,315.7050985673138,29.792,,4384.230437499999,,,232.17999999999984,,0.19408175206887893,58038.97397651046,,0.652888141809291
海南,Hainan,2010,East,actual,2064.5,49.8,1390.2,,320.89549021808256,30.88,,5555.218915624999,,,232.18000000000006,,0.16701194072795286,64335.58784503182,,0.6733833858077016
海南,Hainan,2011,East,interpolated,2392.16,50.86,1806.9,10256.19649324944,325.4412149777429,31.968,1067.02440280504,7084.357969843748,0.1506169517897151,,327.65999999999985,,0.18133820355304656,73505.13364337092,,0.7553424520098991
海南,Hainan,2012,East,interpolated,2719.82,51.92,2223.6,10329.07949677266,323.140526689859,33.056,1103.324719052551,8953.74007135156,0.123225011030056,36.30031624751109,327.6600000000003,0.01632502079848493,0.14735563950350797,84168.33468277426,0.013346587732831984,0.8175541028450412
海南,Hainan,2013,East,interpolated,3047.48,52.98,2640.3,10217.744263083376,326.0592166984626,34.144,1137.537984042518,11146.35306778398,0.102054723829834,34.213264989967,327.65999999999985,0.012958097560870734,0.12409953414384722,93464.00420320856,0.011226739794836061,0.8663879664509694
海南,Hainan,2014,East,interpolated,3375.1400000000003,54.04,3057.0,10649.030929325234,330.47833688699365,35.232,1239.910626595423,13646.03541439478,0.0908623339264882,102.37264255290506,327.6600000000003,0.03348794326231765,0.10718351324828274,102128.93322427128,0.030331376640051984,0.9057402063321817
海南,Hainan,2015,East,actual,3702.8,55.1,3473.7,9090.400780762524,411.0094829720826,36.32,1357.0027039273923,16437.433643675042,0.0825556308450591,117.09207733196922,327.65999999999985,0.03370817207357262,0.09432593488211413,90090.37877239219,0.03162257678836805,0.9381279032083828
海南,Hainan,2016,East,interpolated,4104.325,56.125,3820.9,9359.007032671814,413.51062585477166,37.408,1447.7078758502266,19436.461961491288,0.0744841256972855,90.70517192283432,401.52499999999964,0.023739216394785084,0.10508649794551012,99255.61142512146,0.02209989996475287,0.9309447960383255
海南,Hainan,2017,East,interpolated,4505.85,57.150000000000006,4168.1,15698.715628731225,421.7158874616465,38.495999999999995,2548.5883345389516,22632.73886341672,0.1126062713805468,1100.880458688725,401.52500000000055,0.2641204526495825,0.09633286149564561,106845.63076627723,0.24432248270331344,0.9250418899874607
海南,Hainan,2018,East,interpolated,4907.375,58.175,4515.3,19347.242574129257,435.81925253614565,39.584,3337.683611600266,26016.401920245884,0.1282915147848669,789.0952770613144,401.52499999999964,0.17476032092248894,0.0889254313113192,112601.15223094683,0.16079783531140668,0.9201049440892535
海南,Hainan,2019,East,actual,5308.9,59.2,4862.5,18483.13083085578,447.0253745028753,40.672,3360.4949120562587,29578.081824233588,0.1136143625548758,22.81130045599275,401.52499999999964,0.004691270016656607,0.08257583547557833,118760.59621680049,0.004296803566839223,0.9159147846069808
海南,Hainan,2020,East,interpolated,5869.474999999999,60.35,,17910.241730279897,481.0,41.76,3597.5514512977093,28099.17773302191,0.1280304884889887,237.05653924145054,560.5749999999998,,,122026.50727650725,0.040388031168281754,
海南,Hainan,2021,East,interpolated,6430.049999999999,61.5,,20921.29072681704,492.0,42.01,4324.204843293233,26694.21884637081,0.1619903121413544,726.6533919955241,560.5749999999998,,,130692.0731707317,0.1130089800227874,
海南,Hainan,2022,East,interpolated,6990.625,62.65,,20724.903703703705,502.0,42.26,4396.688841202963,25359.50790405227,0.1733743753166599,72.48399790972962,560.5750000000007,,,139255.4780876494,0.010368743554364542,
海南,Hainan,2023,East,actual,7551.2,63.8,,17043.976608187135,513.0,42.51,3716.887356,24091.532508849657,0.1542818977844045,-679.8014852029628,560.5749999999998,,,147196.88109161792,-0.09002562310665362,
河北,Hebei,2005,East,actual,10195.6,37.7,4237.5,,6608.932836909591,25.44,,12107.14285714286,,,,,,15426.998959740638,,0.4156204637294519
河北,Hebei,2006,East,interpolated,12235.34,39.06,6228.4,,6680.4757439871455,26.528,,17730.185714285715,,,2039.7399999999998,,0.3274902061524629,18315.07286140899,,0.50905001413937
河北,Hebei,2007,East,interpolated,14275.08,40.42,8219.3,,6768.99916715081,27.616,,25062.976428571423,,,2039.7399999999998,,0.24816468555716423,21088.907898342426,,0.5757796103419385
河北,Hebei,2008,East,interpolated,16314.82,41.78,10210.2,,6870.430681622115,28.704,,34020.02760714285,,,2039.7399999999998,,0.19977473506885268,23746.42981791653,,0.6258236376496953
河北,Hebei,2009,East,interpolated,18354.56,43.14,12201.1,,6945.61135045117,29.792,,44520.12622678571,,,2039.7400000000016,,0.1671767299669703,26426.12590007319,,0.6647448917326266
河北,Hebei,2010,East,actual,20394.3,44.5,14192.0,6406.0,7022.817794459375,30.88,13892.347140355523,56486.11991544642,0.2459426698302318,,2039.739999999998,,0.1437246335963922,29040.052863239598,,0.6958807117675037
河北,Hebei,2011,East,interpolated,22276.66,45.86,16908.86,6730.965248258787,7067.891038893732,31.968,15208.369674339883,70570.6739196741,0.2155055185054709,1316.02253398436,1882.3600000000006,0.07783035248883485,0.1113238858208064,31518.114636196697,0.059076294829851515,0.7590392814721776
河北,Hebei,2012,East,interpolated,24159.02,47.22,19625.72,6700.196998454367,7136.980268194299,33.056,15807.1060817363,86667.86022369038,0.1823871737566618,598.7364073964163,1882.3600000000006,0.03050774225844536,0.09591291427779468,33850.478903050665,0.02478314134416116,0.8123557992004643
河北,Hebei,2013,East,interpolated,26041.379999999997,48.58,22342.58,6832.385067717756,7141.087374868058,34.144,16659.08252268368,104677.04721250586,0.159147425021112,851.9764409473792,1882.359999999997,0.038132410891999896,0.08424989414830324,36466.96733000155,0.032716255472919606,0.8579645164733974
河北,Hebei,2014,East,interpolated,27923.74,49.94,25059.44,7847.135094047982,7306.272467709611,35.232,20199.670753258477,124502.63485188056,0.1622429178088464,3540.588230574798,1882.3600000000042,0.14128760381615862,0.07511580466283382,38218.85937516043,0.12679491467026974,0.8974241989074528
河北,Hebei,2015,East,actual,29806.1,51.3,27776.3,6603.668608796142,7361.861847188154,36.32,17657.075500869563,146053.80310928653,0.1208943219893934,-2542.5952523889137,1882.359999999997,-0.09153829892350362,0.0677685652876732,40487.1765032977,-0.0853045266703431,0.9318998460046769
河北,Hebei,2016,East,interpolated,31130.699999999997,52.875,26092.3,8944.687880968388,7414.519896978944,37.408,24809.1974286755,164843.41295382218,0.1505016001799558,7152.121927805936,1324.5999999999985,0.27410852733587826,0.05076593477769298,41986.13050142901,0.22974497611058978,0.8381533341685218
河北,Hebei,2017,East,interpolated,32455.3,54.45,24408.3,10919.340823218115,7325.130765088308,38.495999999999995,30791.256344500343,181009.54230613104,0.1701084702618874,5982.058915824844,1324.6000000000022,0.24508298061826692,0.054268425084909734,44306.78583197789,0.18431685782676002,0.7520589857434687
河北,Hebei,2018,East,interpolated,33779.9,56.025,22724.3,10560.113221659229,7374.790552417396,39.584,30827.474215226863,194683.3651908245,0.1583467297527471,36.21787072651932,1324.6000000000022,0.0015937947803241167,0.05829002433518314,45804.55507163824,0.0010721722304245815,0.672716615502118
河北,Hebei,2019,East,actual,35104.5,57.6,21040.3,10909.77404721808,7472.435406013054,40.672,33156.864494926755,205989.4969312832,0.1609638597544013,2329.390279699892,1324.5999999999985,0.11071088718791519,0.06295537611155728,46978.65969072343,0.0663558882678828,0.599361905168853
河北,Hebei,2020,East,interpolated,37314.4,58.975,,10880.824557877811,7464.0,41.76,33915.1645512,195690.02208471904,0.1733106480846391,758.3000562732486,2209.9000000000015,,,49992.49732047159,0.020321914764092376,
河北,Hebei,2021,East,interpolated,39524.3,60.35,,10093.83658110469,7441.0,42.01,31552.9707838,185905.52098048307,0.1697258404020853,-2362.1937674000037,2209.9000000000015,,,53116.91976884828,-0.059765606662230665,
河北,Hebei,2022,East,interpolated,41734.2,61.725,,10048.6548004315,7416.0,42.26,31492.5002224,176610.2449314589,0.1783163838237244,-60.47056139999768,2209.899999999994,,,56275.88996763754,-0.001448945023505846,
河北,Hebei,2023,East,actual,43944.1,63.1,,9063.18138779927,7393.0,42.51,28483.44291,167779.73268488594,0.1697668869427509,-3009.0573124000002,2209.9000000000015,,,59440.14608413363,-0.06847466013412495,
黑龙江,Heilongjiang,2005,Central,actual,5513.7,53.1,2067.5,,3336.5824964895332,25.44,,5907.142857142858,,,,,,16524.992281177052,,0.374975062117997
黑龙江,Heilongjiang,2006,Central,interpolated,6484.68,53.620000000000005,3053.7799999999997,,3361.7776846938295,26.528,,8665.565714285714,,,970.9800000000005,,0.31796003641388726,19289.43734002621,,0.47092223517582976
黑龙江,Heilongjiang,2007,Central,interpolated,7455.66,54.14,4040.06,,3384.815113937194,27.616,,12272.347428571427,,,970.9799999999996,,0.24033801478195857,22026.786542345668,,0.5418782508859041
黑龙江,Heilongjiang,2008,Central,interpolated,8426.64,54.66,5026.34,,3395.042897708965,28.704,,16685.070057142853,,,970.9799999999996,,0.19317833652319572,24820.422757210064,,0.5964821091205985
黑龙江,Heilongjiang,2009,Central,interpolated,9397.62,55.18,6012.62,,3407.53340181339,29.792,,21863.43655428571,,,970.9800000000014,,0.16149033200169002,27578.95196272724,,0.6398024180590404
黑龙江,Heilongjiang,2010,Central,actual,10368.6,55.7,6998.9,,3409.2192425539843,30.88,,27769.16472657142,,,970.9799999999996,,0.13873322950749398,30413.41510272734,,0.6750091622784175
黑龙江,Heilongjiang,2011,Central,interpolated,11311.62,56.32,7605.82,7466.0,3401.6975388972896,31.968,8118.936560506163,33986.526490242846,0.2388869178154178,,943.0200000000004,,0.12398663129024884,33252.8682243361,,0.6723899848120781
黑龙江,Heilongjiang,2012,Central,interpolated,12254.64,56.94,8212.74,6944.0,3353.8619754105985,33.056,7698.483755724955,40499.9401657307,0.1900862994913528,-420.4528047812082,943.0199999999986,-0.05119519244262064,0.11482404167184139,36538.891850192245,-0.03430968227391488,0.6701739096374925
黑龙江,Heilongjiang,2013,Central,interpolated,13197.66,57.56,8819.66,7442.0,3352.9911341263632,34.144,8519.938669286295,47294.60315744416,0.1801461075997052,821.4549135613406,943.0200000000004,0.09313906812295945,0.10692248907554265,39360.855642222596,0.06224246673738683,0.6682745274541093
黑龙江,Heilongjiang,2014,Central,interpolated,14140.68,58.18,9426.58,8222.0,3327.439090460699,35.232,9638.842504366854,54356.45299957195,0.1773265541157138,1118.9038350805586,943.0200000000004,0.11869668905165591,0.10003840205037251,42497.18662180578,0.07912659328126784,0.666628478969894
黑龙江,Heilongjiang,2015,Central,actual,15083.7,58.8,10033.5,6064.428536296926,3276.095419659058,36.32,7215.929227182293,61672.130349593346,0.1170047019014622,-2422.9132771845607,943.0200000000004,-0.24148236180640462,0.09398714307071315,46041.69924198898,-0.16063122955140718,0.6651882495674138
黑龙江,Heilongjiang,2016,Central,interpolated,14715.95,59.325,8287.925,5512.508574789989,3253.1694032213645,37.408,6708.423112146264,66876.44883211367,0.1003106957575911,-507.50611503602886,-367.75,-0.061234400050196994,-0.044371781839242036,45235.732222945175,-0.03448680615495628,0.5631933378409141
黑龙江,Heilongjiang,2017,Central,interpolated,14348.2,59.849999999999994,6542.35,5892.508009790719,3161.4260406213043,38.495999999999995,7171.315233557299,70074.97639050799,0.1023377474091977,462.89212141103417,-367.75,0.07075318829029846,-0.0562106888197666,45385.214822802554,0.03226133740894566,0.45597008684016116
黑龙江,Heilongjiang,2018,Central,interpolated,13980.45,60.375,4796.775,6518.733631410704,3181.3919299030995,39.584,8209.185857539638,71368.00257098259,0.1150261400320793,1037.8706239823396,-367.75,0.21636841919463382,-0.07666609336481282,43944.44415537895,0.07423728306187137,0.343105908608092
黑龙江,Heilongjiang,2019,Central,actual,13612.7,60.9,3051.2,6267.986615655212,3164.993035257232,40.672,8068.565853823739,70850.80244243344,0.1138810793339917,-140.62000371589875,-367.75,-0.04608678674485408,-0.11221462688994906,43010.20523065271,-0.010330059702770115,0.23510189731128409
黑龙江,Heilongjiang,2020,Central,interpolated,14200.375,62.625,,6387.892038216561,3140.0,41.76,8376.2128656,67308.26232031177,0.1244455372468038,307.647011776261,587.6749999999993,,,45224.12420382166,0.021664710388018697,
黑龙江,Heilongjiang,2021,Central,interpolated,14788.05,64.35,,6267.085534793814,3104.0,42.01,8172.21937335,63942.84920429618,0.1278050552179793,-203.9934922500006,587.6749999999993,,,47641.91365979381,-0.013794482183249353,
黑龙江,Heilongjiang,2022,Central,interpolated,15375.725,66.075,,5913.894753991528,3069.0,42.26,7670.0813918,60745.70674408137,0.1262654071029854,-502.1379815499995,587.6750000000011,,,50100.114043662434,-0.03265784095058929,
黑龙江,Heilongjiang,2023,Central,actual,15963.4,67.8,,5545.437190900099,3033.0,42.51,7149.8891061,57708.4214068773,0.1238968062510184,-520.1922857,587.6749999999993,,,52632.37718430597,-0.032586559611360984,
河南,Henan,2005,Central,actual,10587.4,30.7,4953.6,,8528.298743594847,25.44,,14153.14285714286,,,,,,12414.433779013234,,0.46787691028958955
河南,Henan,2006,Central,interpolated,13088.4,32.16,7312.88,,8673.30883369036,26.528,,20758.365714285716,,,2501.0,,0.3419993217446478,15090.434632236065,,0.5587298676690811
河南,Henan,2007,Central,interpolated,15589.4,33.62,9672.16,,8828.696926259701,27.616,,29392.607428571428,,,2501.0,,0.25857719475277496,17657.64543760875,,0.6204318318857686
河南,Henan,2008,Central,interpolated,18090.4,35.08,12031.44,,8959.938949292504,28.704,,39954.417057142855,,,2501.000000000002,,0.20787204191684466,20190.316142085387,,0.6650731879892097
河南,Henan,2009,Central,interpolated,20591.4,36.54,14390.72,,9086.911032774651,29.792,,52347.41620428571,,,2501.0,,0.17379255520224146,22660.505782142012,,0.6988704022067465
河南,Henan,2010,Central,actual,23092.4,38.0,16750.0,5697.0,9512.692983400191,30.88,16735.04912288186,66480.04539407144,0.2517304105868475,,2501.0,,0.1493134328358209,24275.35508640574,,0.7253468673676188
河南,Henan,2011,Central,interpolated,25874.36,39.78,20562.68,6173.573734716878,9662.372888090867,31.968,19069.35043375401,83718.72312436785,0.2277788017075421,2334.3013108721498,2781.959999999999,0.11352125845814601,0.13529170322156445,26778.473879734905,0.09021677486407972,0.7947126035194687
河南,Henan,2012,Central,interpolated,28656.32,41.56,24375.36,6319.774243553884,9746.55610454658,33.056,20361.1850760163,103908.14696814946,0.1959536924689604,1291.834642262289,2781.959999999999,0.0529975615647231,0.1141300066952857,29401.48262895894,0.04508026998101253,0.8506102667753571
河南,Henan,2013,Central,interpolated,31438.28,43.34,28188.04,7196.328859135169,9442.577238807566,34.144,23201.49369316995,126900.77961974198,0.1828317663823122,2840.308617153649,2781.959999999999,0.10076289863196053,0.09869292082741471,33294.172983614495,0.09034554743941618,0.8966152092290037
河南,Henan,2014,Central,interpolated,34220.24,45.12,32000.72,7632.100751671282,9636.095430390897,35.232,25910.899182843605,152556.46063875488,0.1698446534112977,2709.405489673656,2781.959999999999,0.0846670165444295,0.08693429397838545,35512.5582215325,0.07917552564428701,0.9351401392859899
河南,Henan,2015,Central,actual,37002.2,46.9,35813.4,5166.086754892508,9549.502331969645,36.32,17917.948088722867,180742.03760681712,0.0991354768706394,-7992.951094120737,2781.959999999999,-0.22318325247311724,0.07767930439444451,38747.778380161995,-0.21601286123854088,0.9678721805730471
河南,Henan,2016,Central,interpolated,41316.45,48.475,38555.6,5537.589252761879,9666.505316482757,37.408,20024.179177044043,210260.53572647623,0.0952350811237972,2106.231088321176,4314.25,0.0546284090591555,0.11189684507568291,42741.8685939681,0.050978026629131395,0.9331779472824989
河南,Henan,2017,Central,interpolated,45630.7,50.05,41297.8,6457.1644378690635,9699.5956258715,38.495999999999995,24110.77004042131,241045.3089401525,0.1000258837080609,4086.590863377267,4314.25,0.09895420248481195,0.1044668238986096,47043.919932383906,0.08955792620707698,0.9050441917393335
河南,Henan,2018,Central,interpolated,49944.95,51.625,44040.0,7075.804588904806,9796.106677900196,39.584,27437.78283376175,273033.0434931448,0.1004925355653908,3327.01279334044,4314.25,0.07554524962171753,0.09796207992733878,50984.48969800903,0.06661359743758759,0.8817708296834815
河南,Henan,2019,Central,actual,54259.2,53.2,46782.2,7489.797069004177,9842.01424186765,40.672,29981.23848164982,306163.59131848754,0.0979255513450707,2543.4556478880695,4314.25,0.0543680213390578,0.09221990415157902,55130.1783014933,0.04687602559359647,0.8621984843123378
河南,Henan,2020,Central,interpolated,55477.5,54.425,,7592.947771023303,9870.0,41.76,31295.9439432,290855.41175256314,0.107599661820369,1314.7054615501802,1218.300000000003,,,56208.2066869301,0.023697993989458432,
河南,Henan,2021,Central,interpolated,56695.8,55.650000000000006,,7551.684079348932,9830.0,42.01,31185.30619545,276312.64116493496,0.1128623940764079,-110.63774774999911,1218.300000000003,,,57676.29704984741,-0.001951427579291572,
河南,Henan,2022,Central,interpolated,57914.1,56.875,,7585.770543744889,9784.0,42.26,31365.0250454,262497.0091066882,0.1194871711191655,179.71884995000073,1218.2999999999956,,,59192.6614881439,0.0031031968026784622,
河南,Henan,2023,Central,actual,59132.4,58.1,,6712.679289819376,9744.0,42.51,27805.0883097,249372.1586513538,0.1115003714130501,-3559.936735700001,1218.300000000003,,,60685.960591133,-0.060202811583835614,
湖北,Hubei,2005,Central,actual,6520.1,43.2,2927.0,,4859.423441798057,25.44,,8362.857142857143,,,,,,13417.435377040263,,0.44891949509976836
湖北,Hubei,2006,Central,interpolated,8409.6,44.5,4471.88,,4913.20260312246,26.528,,12416.594285714284,,,1889.5,,0.4225292270812276,17116.330587823704,,0.5317589421613395
湖北,Hubei,2007,Central,interpolated,10299.1,45.8,6016.76,,4949.8401840474235,27.616,,17812.52457142857,,,1889.5,,0.31403944980354875,20806.93440000835,,0.5842025031313416
湖北,Hubei,2008,Central,interpolated,12188.6,47.1,7561.639999999999,,4981.91059127301,28.704,,24483.53834285714,,,1889.5,,0.24987965573605728,24465.714060286842,,0.620386262573224
湖北,Hubei,2009,Central,interpolated,14078.1,48.400000000000006,9106.52,,5006.866399922474,29.792,,32365.881425714284,,,1889.5,,0.20748870040366682,28117.58668099869,,0.6468571753290572
湖北,Hubei,2010,Central,actual,15967.6,49.7,10651.4,6849.0,5010.862886028859,30.88,10597.83069109992,41398.987354428566,0.2559925101638081,,1889.5,,0.17739452090804966,31865.968722713198,,0.6670633031889576
湖北,Hubei,2011,Central,interpolated,18684.12,51.14,13781.08,7268.612881466649,5008.431895964918,31.968,11637.743437556504,53110.11798670714,0.2191247897522897,1039.9127464565845,2716.5199999999986,0.07545945212251758,0.19711952909351071,37305.32906927017,0.05565757158788236,0.7375825032166353
湖北,Hubei,2012,Central,interpolated,21400.64,52.58,16910.76,7506.587847390568,5001.646042909325,33.056,12410.972848300731,67365.37208737178,0.1842337162808795,773.2294107442267,2716.5200000000004,0.04572410765360201,0.16063855202249933,42787.19408851214,0.03613113489803234,0.7901987977929631
