city,tier,year,gdp_100m,fai_100m,re_invest_100m,infra_invest_100m,inv_gdp_ratio,re_gdp_ratio,urban_rate,ter_share,urban_pop_10k,housing_stock_10k_m2,housing_price_yuan_m2,V_housing_100m,K_pim_100m,urban_q,delta_V,delta_V_over_V,MUQ,pop_growth
四五线城市_098,四五线,2018,397.9518,143.2047,50.8203,92.3844,0.3599,0.1277,0.5232,0.3390,43.2883,2113.9043,3333.7316,704.7190,1421.0637,0.4959,35.3014,0.0527,0.2465,0.0062
四五线城市_098,四五线,2019,411.4615,131.9837,52.6120,79.3717,0.3208,0.1279,0.5428,0.3468,43.5447,2169.7585,3335.4457,723.7112,1517.5208,0.4769,18.9922,0.0270,0.1439,0.0059
四五线城市_099,四五线,2005,428.5808,133.5817,62.4126,71.1692,0.3117,0.1456,0.2568,0.3744,39.7331,200.0000,2165.0786,43.3016,801.4905,0.0540,,,,
四五线城市_099,四五线,2006,499.2291,162.5315,76.6409,85.8905,0.3256,0.1535,0.2630,0.3780,40.0563,411.8816,2165.9593,89.2119,943.9847,0.0945,45.9103,1.0602,0.2825,0.0081
四五线城市_099,四五线,2007,567.7009,169.6046,86.9899,82.6146,0.2988,0.1532,0.2709,0.3841,40.6790,634.6931,2191.4420,139.0893,1089.9896,0.1276,49.8774,0.5591,0.2941,0.0155
四五线城市_099,四五线,2008,652.1011,204.8230,112.6829,92.1401,0.3141,0.1728,0.2766,0.3942,41.6207,904.3043,2212.8464,200.1086,1267.5628,0.1579,61.0193,0.4387,0.2979,0.0232
四五线城市_099,四五线,2009,724.8499,230.6885,128.1863,102.5022,0.3183,0.1768,0.2813,0.3959,42.2871,1191.0757,2269.1253,270.2700,1466.5623,0.1843,70.1614,0.3506,0.3041,0.0160
四五线城市_099,四五线,2010,824.4935,256.3393,154.9786,101.3607,0.3109,0.1880,0.2925,0.4083,42.8659,1517.3002,2346.7379,356.0706,1686.2375,0.2112,85.8006,0.3175,0.3347,0.0137
四五线城市_099,四五线,2011,945.2785,321.3750,180.2201,141.1549,0.3400,0.1907,0.2990,0.4140,43.5206,1874.9963,2372.2665,444.7991,1965.4566,0.2263,88.7285,0.2492,0.2761,0.0153
四五线城市_099,四五线,2012,1083.9276,369.3149,215.0145,154.3004,0.3407,0.1984,0.3077,0.4164,44.4260,2279.2257,2404.3130,547.9972,2285.6351,0.2398,103.1981,0.2320,0.2794,0.0208
四五线城市_099,四五线,2013,1262.1007,438.4556,260.4003,178.0553,0.3474,0.2063,0.3133,0.4265,45.0800,2744.6841,2521.9294,692.1899,2666.9498,0.2595,144.1928,0.2631,0.3289,0.0147
四五线城市_099,四五线,2014,1460.8579,516.6523,292.5182,224.1341,0.3537,0.2002,0.3226,0.4372,46.0252,3241.1504,2601.7523,843.2670,3116.9284,0.2705,151.0771,0.2183,0.2924,0.0210
四五线城市_099,四五线,2015,1510.2576,490.7941,283.3850,207.4091,0.3250,0.1876,0.3305,0.4430,45.9278,3694.5418,2631.0019,972.0346,3529.7993,0.2754,128.7676,0.1527,0.2624,-0.0021
四五线城市_099,四五线,2016,1568.3697,538.4804,325.6620,212.8184,0.3433,0.2076,0.3402,0.4472,46.1150,4192.9312,2579.4619,1081.5506,3980.0347,0.2717,109.5160,0.1127,0.2034,0.0041
四五线城市_099,四五线,2017,1595.3821,571.5101,316.6377,254.8724,0.3582,0.1985,0.3494,0.4533,46.6274,4650.9561,2545.8712,1184.0735,4452.0439,0.2660,102.5229,0.0948,0.1794,0.0111
四五线城市_099,四五线,2018,1655.6421,538.3152,308.0986,230.2165,0.3251,0.1861,0.3562,0.4556,46.8448,5072.4444,2621.1419,1329.5596,4879.0580,0.2725,145.4862,0.1229,0.2703,0.0047
四五线城市_099,四五线,2019,1703.0097,601.9903,353.5545,248.4358,0.3535,0.2076,0.3618,0.4616,46.9661,5539.1168,2643.5134,1464.2729,5359.0718,0.2732,134.7133,0.1013,0.2238,0.0026
四五线城市_100,四五线,2005,426.2022,140.4633,49.3925,91.0708,0.3296,0.1159,0.3291,0.2594,44.8010,1527.1195,1843.4243,281.5129,842.7801,0.3340,,,,
四五线城市_100,四五线,2006,475.0191,164.3022,63.1534,101.1488,0.3459,0.1329,0.3435,0.2607,45.6445,1688.0903,2005.8146,338.5996,986.0128,0.3434,57.0867,0.2028,0.3474,0.0188
四五线城市_100,四五线,2007,535.2794,165.4805,77.6084,87.8720,0.3091,0.1450,0.3553,0.2673,46.3560,1873.6663,2123.5259,397.8779,1126.8429,0.3531,59.2783,0.1751,0.3582,0.0156
四五线城市_100,四五线,2008,598.1719,215.0210,95.8396,119.1814,0.3595,0.1602,0.3724,0.2707,47.2166,2089.6388,2178.0731,455.1386,1313.6929,0.3465,57.2607,0.1439,0.2663,0.0186
四五线城市_100,四五线,2009,645.8356,195.6576,95.9275,99.7302,0.3030,0.1485,0.3870,0.2789,48.0580,2290.1135,2267.7845,519.3484,1476.5082,0.3517,64.2098,0.1411,0.3282,0.0178
四五线城市_100,四五线,2010,719.0477,256.7059,98.6850,158.0210,0.3570,0.1372,0.4022,0.2869,49.3287,2482.5250,2451.5152,608.5948,1696.3014,0.3588,89.2464,0.1718,0.3477,0.0264
四五线城市_100,四五线,2011,814.3366,276.2859,118.2836,158.0022,0.3393,0.1453,0.4203,0.2915,50.1675,2702.4245,2535.3635,685.1628,1930.1798,0.3550,76.5681,0.1258,0.2771,0.0170
四五线城市_100,四五线,2012,912.8202,352.5017,155.7602,196.7415,0.3862,0.1706,0.4376,0.2970,51.2466,2981.8138,2717.0330,810.1686,2234.4269,0.3626,125.0058,0.1824,0.3546,0.0215
四五线城市_100,四五线,2013,1028.0491,371.0316,180.3934,190.6382,0.3609,0.1755,0.4517,0.3036,52.3349,3290.2333,2907.5234,956.6431,2549.5979,0.3752,146.4744,0.1808,0.3948,0.0212
四五线城市_100,四五线,2014,1163.8438,413.3741,210.8237,202.5504,0.3552,0.1811,0.4691,0.3073,53.2803,3634.9257,3015.0831,1095.9603,2899.2320,0.3780,139.3172,0.1456,0.3370,0.0181
四五线城市_100,四五线,2015,1201.9948,417.0719,230.3313,186.7406,0.3470,0.1916,0.4851,0.3147,53.4186,3993.4300,3156.7832,1260.6393,3243.8232,0.3886,164.6790,0.1503,0.3948,0.0026
四五线城市_100,四五线,2016,1252.2075,460.6593,223.6958,236.9635,0.3679,0.1786,0.4986,0.3179,53.6105,4321.2149,3241.5492,1400.7430,3623.3869,0.3866,140.1038,0.1111,0.3041,0.0036
四五线城市_100,四五线,2017,1313.8367,512.6955,218.2176,294.4779,0.3902,0.1661,0.5139,0.3254,54.4652,4622.5569,3357.7782,1552.1521,4045.4977,0.3837,151.4090,0.1081,0.2953,0.0159
四五线城市_100,四五线,2018,1380.0578,504.3304,235.1864,269.1440,0.3654,0.1704,0.5297,0.3282,54.7319,4933.5764,3533.4383,1743.2488,4448.6907,0.3919,191.0967,0.1231,0.3789,0.0049
四五线城市_100,四五线,2019,1430.7994,443.4959,220.6217,222.8742,0.3100,0.1542,0.5477,0.3315,55.0953,5207.1017,3601.1021,1875.1305,4780.9693,0.3922,131.8817,0.0757,0.2974,0.0066
四五线城市_101,四五线,2005,144.9970,78.0745,5.4078,72.6667,0.5385,0.0373,0.3581,0.2234,29.8133,1123.7120,1927.6785,216.6156,468.4472,0.4624,,,,
四五线城市_101,四五线,2006,163.8318,89.8306,3.3873,86.4433,0.5483,0.0207,0.3786,0.2297,30.2878,1121.9279,1985.9786,222.8125,546.5666,0.4077,6.1969,0.0286,0.0690,0.0159
四五线城市_101,四五线,2007,186.6206,105.5253,7.3802,98.1451,0.5655,0.0395,0.3975,0.2331,30.8188,1129.9613,2025.2756,228.8483,638.4277,0.3585,6.0358,0.0271,0.0572,0.0175
四五线城市_101,四五线,2008,205.9142,123.2583,7.6809,115.5774,0.5986,0.0373,0.4162,0.2359,31.5841,1137.4722,2061.4186,234.4806,745.7254,0.3144,5.6323,0.0246,0.0457,0.0248
四五线城市_101,四五线,2009,226.3489,133.2691,9.0814,124.1877,0.5888,0.0401,0.4334,0.2400,32.3001,1147.0545,2116.6600,242.7924,860.3514,0.2822,8.3118,0.0354,0.0624,0.0227
四五线城市_101,四五线,2010,249.9396,149.7051,6.5240,143.1811,0.5990,0.0261,0.4538,0.2390,33.0015,1149.8181,2098.1113,241.2446,988.5477,0.2440,-1.5478,-0.0064,-0.0103,0.0217
四五线城市_101,四五线,2011,284.6946,179.6584,8.6878,170.9706,0.6311,0.0305,0.4719,0.2470,33.2278,1156.2948,2164.8731,250.3231,1143.4924,0.2189,9.0785,0.0376,0.0505,0.0069
四五线城市_101,四五线,2012,316.8928,210.5287,12.3285,198.2002,0.6644,0.0389,0.4906,0.2516,33.8421,1168.9847,2256.2390,263.7509,1325.4338,0.1990,13.4277,0.0536,0.0638,0.0185
四五线城市_101,四五线,2013,368.1514,249.3450,16.4030,232.9420,0.6773,0.0446,0.5098,0.2591,34.5899,1188.0505,2321.0661,275.7544,1541.6430,0.1789,12.0035,0.0455,0.0481,0.0221
四五线城市_101,四五线,2014,410.7124,277.5386,17.7683,259.7704,0.6757,0.0433,0.5284,0.2634,35.5210,1207.9938,2414.9881,291.7291,1780.6405,0.1638,15.9747,0.0579,0.0576,0.0269
四五线城市_101,四五线,2015,430.2787,273.7417,12.0394,261.7024,0.6362,0.0280,0.5455,0.2670,35.6115,1216.5527,2489.2335,302.8284,2009.8663,0.1507,11.0993,0.0380,0.0405,0.0025
四五线城市_101,四五线,2016,454.9875,271.3042,16.8616,254.4425,0.5963,0.0371,0.5612,0.2725,35.6771,1232.1049,2581.6955,318.0920,2230.9238,0.1426,15.2636,0.0504,0.0563,0.0018
四五线城市_101,四五线,2017,477.2810,311.9359,10.4272,301.5087,0.6536,0.0218,0.5784,0.2759,35.6572,1236.2479,2666.5088,329.6466,2487.0866,0.1325,11.5546,0.0363,0.0370,-0.0006
四五线城市_101,四五线,2018,506.1919,308.8308,17.3924,291.4384,0.6101,0.0344,0.5962,0.2749,35.7480,1250.3043,2719.1349,339.9746,2733.7402,0.1244,10.3280,0.0313,0.0334,0.0025
四五线城市_101,四五线,2019,537.5704,310.3237,13.8804,296.4433,0.5773,0.0258,0.6129,0.2799,35.7314,1258.1140,2743.6163,345.1782,2975.7204,0.1160,5.2036,0.0153,0.0168,-0.0005
四五线城市_102,四五线,2005,191.8218,79.5869,23.0607,56.5262,0.4149,0.1202,0.4196,0.2843,77.7612,889.6573,2214.4376,197.0090,477.5213,0.4126,,,,
四五线城市_102,四五线,2006,223.4301,84.9712,32.4406,52.5307,0.3803,0.1452,0.4341,0.2874,79.4393,971.2925,2256.2744,219.1502,550.5545,0.3981,22.1412,0.1124,0.2606,0.0216
四五线城市_102,四五线,2007,268.9117,102.1019,43.6066,58.4953,0.3797,0.1622,0.4518,0.2933,81.4933,1075.3358,2338.6722,251.4858,638.8925,0.3936,32.3356,0.1475,0.3167,0.0259
四五线城市_102,四五线,2008,312.6939,123.7041,48.7799,74.9242,0.3956,0.1560,0.4664,0.2908,82.9457,1184.0434,2360.2422,279.4629,746.6244,0.3743,27.9771,0.1112,0.2262,0.0178
四五线城市_102,四五线,2009,347.7888,149.5823,52.7689,96.8134,0.4301,0.1517,0.4866,0.2989,85.0425,1293.9773,2360.1905,305.4033,877.5411,0.3480,25.9404,0.0928,0.1734,0.0253
四五线城市_102,四五线,2010,421.1648,188.4815,63.6914,124.7901,0.4475,0.1512,0.5035,0.2977,86.7103,1420.0007,2347.8503,333.3949,1044.0841,0.3193,27.9916,0.0917,0.1485,0.0196
四五线城市_102,四五线,2011,482.3930,214.5267,83.3455,131.1812,0.4447,0.1728,0.5203,0.3086,88.3823,1578.2396,2390.3881,377.2605,1232.5087,0.3061,43.8656,0.1316,0.2045,0.0193
四五线城市_102,四五线,2012,588.5484,269.7000,105.3642,164.3358,0.4582,0.1790,0.5385,0.3167,90.8002,1769.7310,2391.1249,423.1648,1471.3960,0.2876,45.9043,0.1217,0.1702,0.0274
四五线城市_102,四五线,2013,693.7590,294.3927,124.4840,169.9088,0.4243,0.1794,0.5528,0.3223,93.6954,1985.4412,2339.9287,464.5791,1729.0038,0.2687,41.4143,0.0979,0.1407,0.0319
四五线城市_102,四五线,2014,820.5250,367.3520,147.2823,220.0697,0.4477,0.1795,0.5679,0.3276,95.1156,2229.3759,2319.8347,517.1784,2053.1307,0.2519,52.5993,0.1132,0.1432,0.0152
四五线城市_102,四五线,2015,849.0637,365.7269,150.4326,215.2943,0.4307,0.1772,0.5807,0.3335,95.8474,2464.9667,2348.1657,578.8150,2367.5294,0.2445,61.6366,0.1192,0.1685,0.0077
四五线城市_102,四五线,2016,894.9124,379.9559,160.0741,219.8818,0.4246,0.1789,0.5933,0.3416,96.4961,2703.4525,2389.3826,645.9582,2688.2970,0.2403,67.1432,0.1160,0.1767,0.0068
四五线城市_102,四五线,2017,941.0838,376.3131,152.3348,223.9782,0.3999,0.1619,0.6052,0.3458,96.9707,2916.9466,2536.8908,739.9975,2997.4027,0.2469,94.0393,0.1456,0.2499,0.0049
四五线城市_102,四五线,2018,993.7760,394.3399,166.4172,227.9227,0.3968,0.1675,0.6203,0.3489,97.0357,3140.5627,2505.5385,786.8801,3316.8075,0.2372,46.8826,0.0634,0.1189,0.0007
四五线城市_102,四五线,2019,1054.5298,440.2673,175.9507,264.3166,0.4175,0.1669,0.6378,0.3503,97.9668,3366.6459,2584.4632,870.0973,3674.1546,0.2368,83.2172,0.1058,0.1890,0.0096
四五线城市_103,四五线,2005,252.4692,83.3226,13.5452,69.7774,0.3300,0.0537,0.3685,0.2447,50.3561,2156.6985,2289.9885,493.8815,499.9356,0.9879,,,,
四五线城市_103,四五线,2006,297.3745,97.2751,14.7174,82.5577,0.3271,0.0495,0.3875,0.2447,51.4559,2176.2032,2409.3489,524.3233,584.7123,0.8967,30.4418,0.0616,0.3129,0.0218
四五线城市_103,四五线,2007,346.4825,111.8849,12.8497,99.0352,0.3229,0.0371,0.4029,0.2513,52.5352,2187.9622,2454.2871,536.9887,681.9794,0.7874,12.6655,0.0242,0.1132,0.0210
四五线城市_103,四五线,2008,403.4040,142.0746,23.7389,118.3357,0.3522,0.0588,0.4198,0.2592,53.3255,2224.2187,2521.6306,560.8658,807.0046,0.6950,23.8770,0.0445,0.1681,0.0150
四五线城市_103,四五线,2009,450.0456,176.2915,19.7515,156.5400,0.3917,0.0439,0.4376,0.2639,54.3568,2247.5569,2624.9703,589.9770,963.1210,0.6126,29.1112,0.0519,0.1651,0.0193
四五线城市_103,四五线,2010,526.3716,215.4360,27.1997,188.2363,0.4093,0.0517,0.4558,0.2635,55.0621,2284.4261,2828.8214,646.2234,1154.4790,0.5598,56.2464,0.0953,0.2611,0.0130
四五线城市_103,四五线,2011,620.8430,247.6206,33.7665,213.8541,0.3988,0.0544,0.4726,0.2686,55.9242,2331.4437,3049.5840,710.9933,1373.2376,0.5177,64.7700,0.1002,0.2616,0.0157
四五线城市_103,四五线,2012,724.7056,308.5631,35.2708,273.2923,0.4258,0.0487,0.4947,0.2733,56.8515,2377.5144,3161.8521,751.7349,1647.4698,0.4563,40.7416,0.0573,0.1320,0.0166
四五线城市_103,四五线,2013,849.6027,347.3945,38.4800,308.9145,0.4089,0.0453,0.5098,0.2831,58.1291,2425.8894,3367.1060,816.8227,1953.6776,0.4181,65.0878,0.0866,0.1874,0.0225
四五线城市_103,四五线,2014,983.4914,401.2182,65.7797,335.4385,0.4080,0.0669,0.5309,0.2915,59.4334,2519.4448,3486.2488,878.3412,2306.0539,0.3809,61.5185,0.0753,0.1533,0.0224
四五线城市_103,四五线,2015,1005.4356,400.8549,61.8169,339.0380,0.3987,0.0615,0.5503,0.2935,59.5412,2600.2222,3438.7645,894.1552,2649.2574,0.3375,15.8140,0.0180,0.0395,0.0018
四五线城市_103,四五线,2016,1035.5956,427.0398,49.1779,377.8619,0.4124,0.0475,0.5693,0.2972,59.5208,2655.0604,3324.7256,882.7347,3010.0657,0.2933,-11.4205,-0.0128,-0.0267,-0.0003
四五线城市_103,四五线,2017,1064.6661,455.3362,50.9011,404.4351,0.4277,0.0478,0.5852,0.2985,59.5974,2708.8800,3325.9538,900.9610,3390.1503,0.2658,18.2262,0.0206,0.0400,0.0013
四五线城市_103,四五线,2018,1088.7370,444.5550,59.0440,385.5109,0.4083,0.0542,0.6006,0.3009,60.3524,2771.4783,3500.5342,970.1655,3749.9515,0.2587,69.2045,0.0768,0.1557,0.0127
四五线城市_103,四五线,2019,1139.0362,447.3667,46.6196,400.7471,0.3928,0.0409,0.6173,0.3046,60.9991,2811.9873,3632.6328,1021.4917,4103.5694,0.2489,51.3263,0.0529,0.1147,0.0107
四五线城市_104,四五线,2005,246.6557,53.4262,28.2144,25.2118,0.2166,0.1144,0.2575,0.1500,22.3658,683.3587,1222.1774,83.5186,320.5573,0.2605,,,,
四五线城市_104,四五线,2006,287.0114,81.1174,32.7188,48.3986,0.2826,0.1140,0.2803,0.1554,22.9564,767.8334,1308.3140,100.4567,393.6608,0.2552,16.9382,0.2028,0.2088,0.0264
四五线城市_104,四五线,2007,326.8853,86.5185,37.9298,48.5887,0.2647,0.1160,0.3054,0.1644,23.5531,859.1024,1317.8590,113.2176,470.3378,0.2407,12.7609,0.1270,0.1475,0.0260
四五线城市_104,四五线,2008,377.4394,107.7433,42.7224,65.0208,0.2855,0.1132,0.3315,0.1679,24.0641,955.1376,1334.3163,127.4456,566.3226,0.2250,14.2280,0.1257,0.1321,0.0217
四五线城市_104,四五线,2009,414.7106,111.2406,41.8405,69.4001,0.2682,0.1009,0.3531,0.1727,24.6736,1042.1412,1374.0898,143.1996,663.4051,0.2159,15.7540,0.1236,0.1416,0.0253
四五线城市_104,四五线,2010,473.0320,150.4802,60.0143,90.4659,0.3181,0.1269,0.3737,0.1785,25.1774,1162.6600,1433.5080,166.6682,797.3001,0.2090,23.4687,0.1639,0.1560,0.0204
四五线城市_104,四五线,2011,544.4526,167.6004,67.2537,100.3467,0.3078,0.1235,0.3944,0.1878,25.8245,1290.1790,1497.9851,193.2669,944.9681,0.2045,26.5986,0.1596,0.1587,0.0257
四五线城市_104,四五线,2012,609.2762,204.0057,68.3177,135.6880,0.3348,0.1121,0.4155,0.1939,26.0918,1411.6727,1601.7569,226.1157,1125.3496,0.2009,32.8488,0.1700,0.1610,0.0104
四五线城市_104,四五线,2013,681.9488,221.5927,87.0514,134.5414,0.3249,0.1277,0.4409,0.2055,26.7359,1560.7773,1654.2453,258.1909,1318.8086,0.1958,32.0752,0.1419,0.1447,0.0247
四五线城市_104,四五线,2014,764.3822,265.7369,94.1155,171.6214,0.3476,0.1231,0.4635,0.2163,27.3926,1713.7346,1697.4000,290.8893,1551.5752,0.1875,32.6985,0.1266,0.1230,0.0246
四五线城市_104,四五线,2015,783.7527,227.5173,114.4183,113.0990,0.2903,0.1460,0.4865,0.2172,27.6075,1892.7429,1681.8400,318.3291,1740.3031,0.1829,27.4397,0.0943,0.1206,0.0078
四五线城市_104,四五线,2016,814.5840,229.0377,116.8987,112.1390,0.2812,0.1435,0.5105,0.2210,27.7703,2065.9776,1703.0229,351.8407,1925.8332,0.1827,33.5117,0.1053,0.1463,0.0059
四五线城市_104,四五线,2017,843.1635,252.8250,111.3998,141.4252,0.2999,0.1321,0.5352,0.2225,28.0459,2221.2122,1748.3728,388.3507,2130.5124,0.1823,36.5100,0.1038,0.1444,0.0099
四五线城市_104,四五线,2018,882.2547,261.6813,117.0980,144.5833,0.2966,0.1327,0.5561,0.2264,28.2915,2376.8704,1768.2697,420.2948,2338.9308,0.1797,31.9441,0.0823,0.1221,0.0088
四五线城市_104,四五线,2019,908.2749,286.9705,125.2659,161.7046,0.3160,0.1379,0.5826,0.2311,28.4580,2536.4176,1811.3689,459.4388,2567.4280,0.1789,39.1440,0.0931,0.1364,0.0059
四五线城市_105,四五线,2005,298.0995,112.8211,31.4257,81.3954,0.3785,0.1054,0.1831,0.3123,12.4513,422.4260,2166.4449,91.5163,676.9267,0.1352,,,,
四五线城市_105,四五线,2006,328.1426,119.7802,41.5897,78.1905,0.3650,0.1267,0.1971,0.3219,12.6581,534.2661,2198.3850,117.4523,779.7838,0.1506,25.9360,0.2834,0.2165,0.0166
四五线城市_105,四五线,2007,354.5794,137.9950,44.6878,93.3073,0.3892,0.1260,0.2153,0.3256,12.8383,645.5002,2237.7034,144.4438,898.2842,0.1608,26.9915,0.2298,0.1956,0.0142
四五线城市_105,四五线,2008,397.3844,171.1198,58.7059,112.4140,0.4306,0.1477,0.2299,0.3307,13.0794,782.8147,2222.6139,173.9895,1046.9469,0.1662,29.5457,0.2045,0.1727,0.0188
四五线城市_105,四五线,2009,427.7374,170.7444,57.0561,113.6882,0.3992,0.1334,0.2468,0.3376,13.3414,906.6546,2323.6185,210.6719,1191.5176,0.1768,36.6824,0.2108,0.2148,0.0200
四五线城市_105,四五线,2010,476.8082,204.4612,67.3855,137.0756,0.4288,0.1413,0.2643,0.3432,13.6708,1044.6110,2335.9213,244.0129,1366.1908,0.1786,33.3410,0.1583,0.1631,0.0247
四五线城市_105,四五线,2011,536.4364,228.0406,90.6261,137.4145,0.4251,0.1689,0.2825,0.3550,14.0839,1221.6672,2454.7847,299.8930,1560.0767,0.1922,55.8801,0.2290,0.2450,0.0302
四五线城市_105,四五线,2012,603.1558,279.7411,104.6572,175.0839,0.4638,0.1735,0.2982,0.3620,14.3053,1415.3335,2513.4672,355.7394,1800.8159,0.1975,55.8465,0.1862,0.1996,0.0157
四五线城市_105,四五线,2013,677.2945,305.5300,107.8401,197.6899,0.4511,0.1592,0.3176,0.3672,14.5976,1603.3804,2604.2079,417.5536,2061.3255,0.2026,61.8142,0.1738,0.2023,0.0204
四五线城市_105,四五线,2014,757.8664,343.0299,128.5036,214.5262,0.4526,0.1696,0.3323,0.3698,14.8405,1817.5024,2670.7554,485.4104,2352.8222,0.2063,67.8568,0.1625,0.1978,0.0166
四五线城市_105,四五线,2015,802.0897,354.6213,134.8050,219.8163,0.4421,0.1681,0.3499,0.3740,14.8379,2030.4216,2805.3921,569.6129,2648.6229,0.2151,84.2025,0.1735,0.2374,-0.0002
四五线城市_105,四五线,2016,846.8104,343.0056,141.7215,201.2842,0.4051,0.1674,0.3657,0.3786,14.9896,2243.0842,2859.6858,641.4516,2925.4130,0.2193,71.8387,0.1261,0.2094,0.0102
四五线城市_105,四五线,2017,908.8309,389.6822,159.1828,230.4995,0.4288,0.1752,0.3862,0.3857,15.0722,2471.9945,2849.2454,704.3319,3241.9599,0.2173,62.8803,0.0980,0.1614,0.0055
四五线城市_105,四五线,2018,958.8518,399.4394,158.3373,241.1021,0.4166,0.1651,0.4044,0.3885,15.0775,2687.7870,2989.5357,803.5235,3560.3503,0.2257,99.1916,0.1408,0.2483,0.0004
四五线城市_105,四五线,2019,1022.0443,445.8305,159.0436,286.7870,0.4362,0.1556,0.4213,0.3935,15.2034,2893.6558,3187.5200,922.3586,3917.1721,0.2355,118.8351,0.1479,0.2665,0.0084
四五线城市_106,四五线,2005,432.8845,106.1837,13.6250,92.5587,0.2453,0.0315,0.2949,0.4895,34.7706,926.9302,2109.1760,195.5059,637.1021,0.3069,,,,
四五线城市_106,四五线,2006,492.2519,124.2785,24.8770,99.4014,0.2525,0.0505,0.3099,0.4932,35.6788,987.0852,2228.7784,219.9994,745.4530,0.2951,24.4935,0.1253,0.1971,0.0261
四五线城市_106,四五线,2007,584.5912,147.2741,30.6482,116.6259,0.2519,0.0524,0.3243,0.5002,36.4778,1057.1661,2387.5903,252.4080,874.0908,0.2888,32.4086,0.1473,0.2201,0.0224
四五线城市_106,四五线,2008,667.7447,195.9578,34.3274,161.6303,0.2935,0.0514,0.3434,0.5048,37.2539,1130.6616,2453.9545,277.4592,1048.1963,0.2647,25.0513,0.0992,0.1278,0.0213
四五线城市_106,四五线,2009,738.7644,200.8594,41.1063,159.7530,0.2719,0.0556,0.3587,0.5046,37.7572,1214.2157,2522.2534,306.2560,1222.8508,0.2504,28.7968,0.1038,0.1434,0.0135
四五线城市_106,四五线,2010,869.2995,223.1597,28.9648,194.1948,0.2567,0.0333,0.3764,0.5042,38.3319,1265.2695,2619.7603,331.4703,1415.4392,0.2342,25.2143,0.0823,0.1130,0.0152
四五线城市_106,四五线,2011,980.0787,278.0535,49.3206,228.7329,0.2837,0.0503,0.3943,0.5056,39.0789,1354.6594,2760.3676,373.9358,1658.1067,0.2255,42.4655,0.1281,0.1527,0.0195
四五线城市_106,四五线,2012,1131.3900,313.3225,69.3691,243.9534,0.2769,0.0613,0.4092,0.5103,39.4598,1477.5765,2912.9903,430.4166,1929.9765,0.2230,56.4808,0.1510,0.1803,0.0097
四五线城市_106,四五线,2013,1322.4810,443.0098,74.6457,368.3641,0.3350,0.0564,0.4264,0.5209,40.2157,1602.7615,3045.0301,488.0457,2324.7369,0.2099,57.6291,0.1339,0.1301,0.0192
四五线城市_106,四五线,2014,1515.5998,438.0251,65.5189,372.5062,0.2890,0.0432,0.4440,0.5254,40.8109,1704.0812,3150.0187,536.7888,2704.6437,0.1985,48.7431,0.0999,0.1113,0.0148
四五线城市_106,四五线,2015,1590.7859,436.3525,92.4424,343.9100,0.2743,0.0581,0.4561,0.5326,41.0386,1845.5132,3076.6656,567.8027,3073.3800,0.1847,31.0139,0.0578,0.0711,0.0056
四五线城市_106,四五线,2016,1663.3816,477.5057,85.6720,391.8336,0.2871,0.0515,0.4726,0.5400,41.2394,1967.8887,3034.8698,597.2286,3474.0512,0.1719,29.4259,0.0518,0.0616,0.0049
四五线城市_106,四五线,2017,1754.5999,493.9991,107.4636,386.5355,0.2815,0.0612,0.4885,0.5461,41.3914,2117.8892,2992.6863,633.8178,3881.1990,0.1633,36.5892,0.0613,0.0741,0.0037
四五线城市_106,四五线,2018,1839.7295,543.7694,98.7426,445.0269,0.2956,0.0537,0.5019,0.5534,41.2650,2246.6990,2957.1110,664.3738,4327.9385,0.1535,30.5560,0.0482,0.0562,-0.0031
四五线城市_106,四五线,2019,1931.4246,574.0077,101.0048,473.0029,0.2972,0.0523,0.5182,0.5610,41.3806,2372.0440,2979.4276,706.7333,4793.7477,0.1474,42.3595,0.0638,0.0738,0.0028
四五线城市_107,四五线,2005,230.4410,114.1939,32.5536,81.6403,0.4955,0.1413,0.3130,0.2968,45.3537,1820.1404,2333.7831,424.7813,685.1636,0.6200,,,,
四五线城市_107,四五线,2006,264.5516,136.4964,39.8771,96.6193,0.5160,0.1507,0.3349,0.3027,45.9263,1913.2239,2294.6875,439.0251,804.5308,0.5457,14.2438,0.0335,0.1044,0.0126
四五线城市_107,四五线,2007,298.3661,148.8703,40.0520,108.8183,0.4990,0.1342,0.3577,0.3032,46.6606,1998.5751,2356.4348,470.9512,933.2879,0.5046,31.9261,0.0727,0.2145,0.0160
四五线城市_107,四五线,2008,335.5913,175.2488,59.2572,115.9915,0.5222,0.1766,0.3816,0.3069,47.3353,2123.7091,2388.4997,507.2479,1085.2045,0.4674,36.2967,0.0771,0.2071,0.0145
四五线城市_107,四五线,2009,364.1264,179.8866,57.2385,122.6481,0.4940,0.1572,0.4053,0.3031,48.1431,2234.5608,2484.7226,555.2264,1237.9610,0.4485,47.9785,0.0946,0.2667,0.0171
四五线城市_107,四五线,2010,406.7093,220.5331,71.5339,148.9991,0.5422,0.1759,0.4303,0.3070,48.7555,2368.2892,2573.2310,609.4155,1427.5450,0.4269,54.1892,0.0976,0.2457,0.0127
四五线城市_107,四五线,2011,463.5192,266.7741,92.8818,173.8924,0.5755,0.2004,0.4551,0.3135,50.0946,2536.7755,2649.7679,672.1866,1658.6305,0.4053,62.7711,0.1030,0.2353,0.0275
